2025-08-24 17:20:39 - __main__ - INFO - ====== 开始数据获取 ======
2025-08-24 17:20:39 - __main__ - INFO - 正常模式：使用10年数据
2025-08-24 17:20:39 - src.data_storage.data_saver - INFO - init saver, file path: ./data/stock_data.db
2025-08-24 17:20:39 - src.data_storage.data_saver - INFO - read stock_daily data from sqlite, sql command: select * from stock_daily where trade_date >= 20150827 and trade_date <= 20250824
2025-08-24 17:20:41 - __main__ - INFO - 获取数据完成: 20220104至20250819, 共691696条记录, 800支股票
2025-08-24 17:20:41 - __main__ - INFO - 过滤后剩余股票: 800
2025-08-24 17:20:41 - __main__ - INFO - ====== 开始计算技术指标 ======
2025-08-24 17:20:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 000002.SZ: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601728.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601717.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601788.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601766.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601800.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601799.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601816.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601808.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601818.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601838.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601825.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601857.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601858.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601865.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601866.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601868.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601872.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601877.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601878.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601880.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601881.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601888.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601898.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601899.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601901.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601916.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601919.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601918.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601921.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601933.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601928.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601939.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601958.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601965.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:47 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601966.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601985.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601988.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601989.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601990.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601991.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601995.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601997.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601998.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603000.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603019.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603077.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603087.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603129.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603156.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603160.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603179.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603195.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603225.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603233.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603228.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603259.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603260.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603288.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603290.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603296.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603298.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603341.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603338.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603345.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603369.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603379.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603392.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603486.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603501.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603529.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603565.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603556.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603568.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603589.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603596.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603605.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603606.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603650.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603658.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603659.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603688.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603707.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603737.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603728.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603786.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603799.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603806.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603816.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603826.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603833.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603858.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603868.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603885.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603893.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603927.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603899.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603939.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603979.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603986.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603993.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 605117.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 605499.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 605358.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 605589.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688002.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688008.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688009.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688012.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688027.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688017.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688032.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688036.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688041.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688047.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688052.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688065.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688072.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688082.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688100.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688099.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688111.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688114.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688122.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688120.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688126.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688153.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688169.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688172.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688180.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688183.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688187.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688188.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688213.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688220.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688223.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688235.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688234.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688249.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688248.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688256.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688271.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688278.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688281.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688295.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688297.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688303.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688301.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688318.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688349.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:48 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688361.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:49 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688363.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:49 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688375.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:49 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688385.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:49 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688387.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:49 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688425.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:49 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688396.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:49 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688469.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:49 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688475.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:49 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688472.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:49 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688506.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 17:20:49 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688521.SH: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
